"visitType","trapFunctioning","fishProcessed","rpmRevolutionsAtStart","rpmRevolutionsAtEnd","counterAtStart","counterAtEnd","visitTime","siteName","subSiteName","trapVisitID","includeCatch","projectDescriptionID","discharge","waterVel","waterTemp","turbidity"
"continue trapping","not recorded","not recorded",3.68,3.68,NA,NA,1998-03-07 09:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4,4,NA,NA,1998-03-08 09:45:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,NA,NA,NA,1998-03-09 10:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.37096774193548,3.44193548387097,NA,NA,1998-03-10 10:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-10 09:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.47391304347826,3.64782608695652,NA,NA,1998-03-10 10:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.54,2.9,NA,NA,1998-03-11 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-11 09:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.9,NA,NA,NA,1998-03-11 09:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.2,3.8,NA,NA,1998-03-12 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.38260869565217,3.8,NA,NA,1998-03-12 10:45:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-12 11:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.78461538461538,3.88461538461538,NA,NA,1998-03-13 09:15:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.86666666666667,3.96666666666667,NA,NA,1998-03-13 10:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-13 11:20:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.33846153846154,2.9,NA,NA,1998-03-14 10:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.18333333333333,2.9,NA,NA,1998-03-14 09:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-14 10:45:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.35,NA,NA,NA,1998-03-15 09:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.8,NA,NA,NA,1998-03-15 09:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.76363636363636,NA,NA,NA,1998-03-16 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.6,NA,NA,NA,1998-03-16 09:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.3551724137931,5.3,NA,NA,1998-03-17 11:20:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-17 10:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.78181818181818,5.3,NA,NA,1998-03-17 11:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.89512195121951,3.89512195121951,NA,NA,1998-03-18 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-18 09:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.1,5.1,NA,NA,1998-03-18 09:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.31944444444444,4.31944444444444,NA,NA,1998-03-19 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.90869565217391,3.90869565217391,NA,NA,1998-03-19 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-19 09:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.95,3.95,NA,NA,1998-03-20 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.4,4.4,NA,NA,1998-03-20 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-20 09:45:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3,3,NA,NA,1998-03-21 09:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.96,3.6,NA,NA,1998-03-21 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-21 09:40:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.9,3.9,NA,NA,1998-03-22 09:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.56818181818182,4.56818181818182,NA,NA,1998-03-22 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-22 09:45:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",0,0,NA,NA,1998-03-23 08:40:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.1,3.1,NA,NA,1998-03-28 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.5,2.5,NA,NA,1998-03-29 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.2,3.3,NA,NA,1998-03-30 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.46,1.4,NA,NA,1998-03-31 09:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-03-31 09:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.3,1.75,NA,NA,1998-03-31 10:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.95,3.95,NA,NA,1998-04-03 09:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.475,3.475,NA,NA,1998-04-03 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.2,5.2,NA,NA,1998-04-04 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,3.4,NA,NA,1998-04-04 10:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.5,4.5,NA,NA,1998-04-05 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.5,3.5,NA,NA,1998-04-05 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.47272727272727,4.47272727272727,NA,NA,1998-04-06 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.48,3.48,NA,NA,1998-04-06 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4,3.7,NA,NA,1998-04-07 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.2,3.93333333333333,NA,NA,1998-04-07 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",0,2.9,NA,NA,1998-04-08 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.4,4.5,NA,NA,1998-04-10 09:15:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.8,2.8,NA,NA,1998-04-10 10:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.6,4.6,NA,NA,1998-04-11 08:20:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.3,4.5,NA,NA,1998-04-12 08:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.8,0,NA,NA,1998-04-13 09:15:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.06666666666667,3.6,NA,NA,1998-04-14 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3,3.8,NA,NA,1998-04-14 11:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",0,0,NA,NA,1998-04-15 09:20:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.1,3.1,NA,NA,1998-04-15 08:15:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-04-16 08:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.1,3.1,NA,NA,1998-04-17 08:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.2,3.2,NA,NA,1998-04-18 08:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.18181818181818,3.18181818181818,NA,NA,1998-04-19 09:45:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,3.4,NA,NA,1998-04-19 08:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.5,3.5,NA,NA,1998-04-20 12:45:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,3.5,NA,NA,1998-04-20 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.5,3.5,NA,NA,1998-04-21 11:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,0,NA,NA,1998-04-22 11:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.2,3.2,NA,NA,1998-04-22 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-04-23 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.56,2.8,NA,NA,1998-04-24 13:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.65,2.8,NA,NA,1998-04-24 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",1.1,1.1,NA,NA,1998-04-25 14:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",1.9,3,NA,NA,1998-04-27 09:45:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-04-28 10:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-04-28 09:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.3,4.5,NA,NA,1998-04-29 14:20:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3,3,NA,NA,1998-04-30 09:30:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-04-30 10:35:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-04-30 10:45:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.5,3.5,NA,NA,1998-05-01 10:20:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",0,3.4,NA,NA,1998-05-02 09:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.3,3.3,NA,NA,1998-05-03 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-04 08:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-06 10:45:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-06 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,3.4,NA,NA,1998-05-07 11:45:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.85,3.85,NA,NA,1998-05-07 10:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.06666666666667,4.16666666666667,NA,NA,1998-05-08 08:10:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,3.4,NA,NA,1998-05-08 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.22592592592593,0.381481481481481,NA,NA,1998-05-09 10:00:00,"adams dam","adams dam",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.6375,2.8375,NA,NA,1998-05-09 11:45:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-09 12:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.6,3.6,NA,NA,1998-05-10 15:20:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-10 16:15:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4,4,NA,NA,1998-05-11 11:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-11 11:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.5,3.5,NA,NA,1998-05-12 09:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-12 10:15:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.75,3.5,NA,NA,1998-05-13 15:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-14 11:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.9,2.8,NA,NA,1998-05-14 11:10:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.7,2.7,NA,NA,1998-05-15 09:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-15 10:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-16 10:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.6,2.6,NA,NA,1998-05-16 10:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-17 08:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4875,3.425,NA,NA,1998-05-17 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-18 08:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.89230769230769,2.89230769230769,NA,NA,1998-05-18 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.4,3.4,NA,NA,1998-05-19 15:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-19 15:55:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-20 13:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.3,4,NA,NA,1998-05-20 14:10:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-21 15:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.7,3.7,NA,NA,1998-05-21 15:45:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-22 09:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4,3.5,NA,NA,1998-05-22 09:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-23 08:00:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.98181818181818,4.11818181818182,NA,NA,1998-05-23 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-24 10:15:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.3,4.8,NA,NA,1998-05-24 10:40:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-25 10:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.7,3.7,NA,NA,1998-05-25 11:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-26 12:40:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.8,2.9,NA,NA,1998-05-26 13:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.9,2.9,NA,NA,1998-05-27 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-05-27 10:15:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.25,3.25,NA,NA,1998-05-28 12:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.3,5.375,NA,NA,1998-06-01 14:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-06-02 13:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.44,3.44,NA,NA,1998-06-02 14:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.9,3,NA,NA,1998-06-03 13:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.3,3,NA,NA,1998-06-04 08:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.5,2.5,NA,NA,1998-06-05 08:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-06-05 08:30:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.2,2.2,NA,NA,1998-06-06 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.25,5.25,NA,NA,1998-06-14 10:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.85,4.85,NA,NA,1998-06-15 08:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",6.5,6.5,NA,NA,1998-06-17 15:50:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",3.2,32,NA,NA,1998-06-18 12:15:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.1,4.6,NA,NA,1998-06-19 10:10:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-06-19 11:20:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",5.4,5.6,NA,NA,1998-06-20 09:50:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",0,0,NA,NA,1998-06-21 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-06-22 09:45:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-06-22 10:50:00,"parrot-phelan",NA,NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",2.3,3.2,NA,NA,1998-06-24 10:45:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.8,4.7,NA,NA,1998-06-26 14:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.6,5,NA,NA,1998-06-27 14:15:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.8,4.8,NA,NA,1998-07-05 12:30:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4.6,4.6,NA,NA,1998-07-08 12:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",4,4,NA,NA,1998-07-19 11:15:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",NA,NA,NA,NA,1998-11-18 08:30:00,"parrot-phelan","canal trap box",NA,"Yes",NA,NA,NA,NA,NA
"continue trapping","not recorded","not recorded",1.6,1.6,NA,NA,1998-11-18 09:00:00,"parrot-phelan","pp rst",NA,"Yes",NA,NA,NA,NA,NA
