"visitType","trapFunctioning","fishProcessed","rpmRevolutionsAtStart","rpmRevolutionsAtEnd","counterAtEnd","visitTime","siteName","subSiteName","trapVisitID","includeCatch"
"continue trapping","not recorded","not recorded",3.475,3.475,NA,1998-04-03 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",5.2,5.2,NA,1998-04-04 09:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,3.4,NA,1998-04-04 10:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.5,4.5,NA,1998-04-05 09:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.5,3.5,NA,1998-04-05 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.47272727272727,4.47272727272727,NA,1998-04-06 09:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.48,3.48,NA,1998-04-06 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4,3.7,NA,1998-04-07 09:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",4.2,3.93333333333333,NA,1998-04-07 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",0,2.9,NA,1998-04-08 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.4,4.5,NA,1998-04-10 09:15:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",2.8,2.8,NA,1998-04-10 10:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.6,4.6,NA,1998-04-11 08:20:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",4.3,4.5,NA,1998-04-12 08:00:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",4.8,0,NA,1998-04-13 09:15:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.06666666666667,3.6,NA,1998-04-14 09:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3,3.8,NA,1998-04-14 11:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",0,0,NA,1998-04-15 09:20:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.1,3.1,NA,1998-04-15 08:15:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-04-16 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.1,3.1,NA,1998-04-17 08:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.2,3.2,NA,1998-04-18 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.18181818181818,3.18181818181818,NA,1998-04-19 09:45:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,3.4,NA,1998-04-19 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.5,3.5,NA,1998-04-20 12:45:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,3.5,NA,1998-04-20 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.5,3.5,NA,1998-04-21 11:00:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,0,NA,1998-04-22 11:00:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.2,3.2,NA,1998-04-22 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-04-23 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",2.56,2.8,NA,1998-04-24 13:00:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",2.65,2.8,NA,1998-04-24 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",1.1,1.1,NA,1998-04-25 14:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",1.9,3,NA,1998-04-27 09:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-04-28 10:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-04-28 09:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.3,4.5,NA,1998-04-29 14:20:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3,3,NA,1998-04-30 09:30:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-04-30 10:35:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-04-30 10:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.5,3.5,NA,1998-05-01 10:20:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",0,3.4,NA,1998-05-02 09:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.3,3.3,NA,1998-05-03 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-04 08:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-06 10:45:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-06 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,3.4,NA,1998-05-07 11:45:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.85,3.85,NA,1998-05-07 10:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.06666666666667,4.16666666666667,NA,1998-05-08 08:10:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,3.4,NA,1998-05-08 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.22592592592593,0.381481481481481,NA,1998-05-09 10:00:00,"adams dam","adams dam",NA,"Yes"
"continue trapping","not recorded","not recorded",3.6375,2.8375,NA,1998-05-09 11:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-09 12:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.6,3.6,NA,1998-05-10 15:20:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-10 16:15:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",4,4,NA,1998-05-11 11:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-11 11:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.5,3.5,NA,1998-05-12 09:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-12 10:15:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.75,3.5,NA,1998-05-13 15:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-14 11:00:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",2.9,2.8,NA,1998-05-14 11:10:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",2.7,2.7,NA,1998-05-15 09:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-15 10:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-16 10:00:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",2.6,2.6,NA,1998-05-16 10:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-17 08:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.4875,3.425,NA,1998-05-17 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-18 08:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",2.89230769230769,2.89230769230769,NA,1998-05-18 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.4,3.4,NA,1998-05-19 15:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-19 15:55:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-20 13:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",4.3,4,NA,1998-05-20 14:10:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-21 15:00:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.7,3.7,NA,1998-05-21 15:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-22 09:00:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",4,3.5,NA,1998-05-22 09:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-23 08:00:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.98181818181818,4.11818181818182,NA,1998-05-23 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-24 10:15:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",4.3,4.8,NA,1998-05-24 10:40:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-25 10:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.7,3.7,NA,1998-05-25 11:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-26 12:40:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",2.8,2.9,NA,1998-05-26 13:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",2.9,2.9,NA,1998-05-27 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-05-27 10:15:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.25,3.25,NA,1998-05-28 12:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",5.3,5.375,NA,1998-06-01 14:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-06-02 13:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",3.44,3.44,NA,1998-06-02 14:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.9,3,NA,1998-06-03 13:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.3,3,NA,1998-06-04 08:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.5,NA,1998-06-05 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-06-05 08:30:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",2.2,2.2,NA,1998-06-06 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",5.25,5.25,NA,1998-06-14 10:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.85,4.85,NA,1998-06-15 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",6.5,6.5,NA,1998-06-17 15:50:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",3.2,32,NA,1998-06-18 12:15:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.1,4.6,NA,1998-06-19 10:10:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-06-19 11:20:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",5.4,5.6,NA,1998-06-20 09:50:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",0,0,NA,1998-06-21 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-06-22 09:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-06-22 10:50:00,"parrot-phelan",NA,NA,"Yes"
"continue trapping","not recorded","not recorded",2.3,3.2,NA,1998-06-24 10:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.8,4.7,NA,1998-06-26 14:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.6,5,NA,1998-06-27 14:15:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.8,4.8,NA,1998-07-05 12:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4.6,4.6,NA,1998-07-08 12:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",4,4,NA,1998-07-19 11:15:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-18 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",1.6,1.6,NA,1998-11-18 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-19 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",1.4,1.4,NA,1998-11-19 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-20 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",1.5,1.5,NA,1998-11-20 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",1.2,1.2,NA,1998-11-21 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-22 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",3.3,3.3,NA,1998-11-22 09:15:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-23 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.3,2.3,NA,1998-11-23 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-26 07:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.5,NA,1998-11-26 07:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-27 09:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.9,2.9,NA,1998-11-27 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-28 11:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.5,NA,1998-11-28 12:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-29 08:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.3,2.3,NA,1998-11-29 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",0,0,NA,1998-11-30 08:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-11-30 09:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-03 08:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",3.3,0,NA,1998-12-03 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-05 08:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",3,2.9,NA,1998-12-05 09:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-06 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.6,NA,1998-12-06 10:15:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-07 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.3,2.3,NA,1998-12-07 09:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-08 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.2,2.2,NA,1998-12-08 09:50:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-09 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.3,2.3,NA,1998-12-09 09:45:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-10 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.5,NA,1998-12-10 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-11 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.2,2.2,NA,1998-12-11 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-12 08:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.3,2.3,NA,1998-12-12 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-13 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2,2,NA,1998-12-13 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-14 07:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.5,NA,1998-12-14 07:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-15 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.5,2.5,NA,1998-12-15 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-16 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.1,2.1,NA,1998-12-16 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-17 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.4,2.4,NA,1998-12-17 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-18 08:00:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2.1,2.1,NA,1998-12-18 08:00:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-19 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
"continue trapping","not recorded","not recorded",2,2,NA,1998-12-19 08:30:00,"parrot-phelan","pp rst",NA,"Yes"
"continue trapping","not recorded","not recorded",NA,NA,NA,1998-12-20 08:30:00,"parrot-phelan","canal trap box",NA,"Yes"
